person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
25.0,99600.0,MORTGAGE,1.0,HOMEIMPROVEMENT,B,12800.0,12.42,0,0.13,N,4.0
22.0,99600.0,MORTGAGE,6.0,PERSONAL,A,7125.0,7.51,0,0.07,N,4.0
22.0,99600.0,MORTGAGE,6.0,MEDICAL,B,5000.0,9.67,0,0.05,N,3.0
23.0,99670.0,MORTGAGE,2.0,PERSONAL,D,5500.0,14.74,0,0.06,N,4.0
22.0,60000.0,RENT,0.0,EDUCATION,C,14000.0,12.73,0,0.23,N,2.0
24.0,99750.0,MORTGAGE,8.0,HOMEIMPROVEMENT,B,12000.0,9.62,0,0.12,N,3.0
25.0,99800.0,MORTGAGE,1.0,MEDICAL,A,12000.0,8.94,0,0.12,N,2.0
26.0,99900.0,MORTGAGE,10.0,PERSONAL,A,2700.0,10.99,0,0.03,N,3.0
25.0,60000.0,RENT,5.0,HOMEIMPROVEMENT,B,14000.0,10.99,0,0.23,N,2.0
23.0,99996.0,MORTGAGE,7.0,EDUCATION,A,20000.0,7.49,0,0.2,N,3.0
25.0,99996.0,MORTGAGE,6.0,MEDICAL,B,8000.0,10.99,0,0.08,N,4.0
23.0,99996.0,MORTGAGE,2.0,PERSONAL,B,4800.0,11.49,0,0.05,N,2.0
22.0,61000.0,RENT,0.0,EDUCATION,A,14000.0,6.99,0,0.23,N,4.0
25.0,99996.0,MORTGAGE,5.0,HOMEIMPROVEMENT,B,12000.0,10.38,0,0.12,N,4.0
23.0,62000.0,RENT,7.0,DEBTCONSOLIDATION,B,14000.0,10.99,0,0.23,N,4.0
24.0,99996.0,MORTGAGE,5.0,MEDICAL,C,10000.0,13.61,0,0.1,Y,3.0
24.0,62004.0,RENT,6.0,VENTURE,A,14000.0,8.59,0,0.23,N,4.0
25.0,99996.0,MORTGAGE,3.0,VENTURE,A,8000.0,8.0,0,0.08,N,2.0
24.0,62800.0,RENT,5.0,PERSONAL,B,14000.0,12.69,0,0.22,N,2.0
24.0,100000.0,MORTGAGE,1.0,EDUCATION,B,6600.0,9.91,0,0.07,N,2.0
22.0,64000.0,RENT,2.0,DEBTCONSOLIDATION,A,14000.0,7.88,0,0.22,N,3.0
23.0,65000.0,RENT,3.0,PERSONAL,B,14000.0,10.65,0,0.22,N,4.0
23.0,65000.0,RENT,2.0,DEBTCONSOLIDATION,B,14000.0,9.99,0,0.22,N,2.0
24.0,65000.0,RENT,0.0,EDUCATION,B,14000.0,10.99,0,0.22,N,4.0
23.0,100000.0,MORTGAGE,4.0,EDUCATION,D,14000.0,17.58,0,0.14,Y,3.0
23.0,100000.0,MORTGAGE,4.0,MEDICAL,C,15000.0,13.49,0,0.15,N,4.0
24.0,100000.0,OWN,4.0,MEDICAL,A,6000.0,8.9,0,0.06,N,2.0
22.0,65000.0,RENT,3.0,MEDICAL,A,14000.0,7.49,0,0.22,N,2.0
26.0,66000.0,RENT,10.0,PERSONAL,A,14000.0,6.62,0,0.21,N,3.0
25.0,100000.0,MORTGAGE,9.0,PERSONAL,A,6000.0,8.9,0,0.06,N,3.0
23.0,66000.0,RENT,1.0,EDUCATION,C,14000.0,12.99,0,0.21,N,3.0
25.0,100000.0,MORTGAGE,6.0,VENTURE,B,12000.0,9.91,0,0.12,N,4.0
26.0,100000.0,MORTGAGE,7.0,VENTURE,A,9200.0,6.03,0,0.09,N,3.0
22.0,100000.0,MORTGAGE,6.0,EDUCATION,B,9000.0,10.99,0,0.09,N,2.0
25.0,88000.0,MORTGAGE,9.0,PERSONAL,D,20000.0,17.58,1,0.23,N,3.0
25.0,100000.0,MORTGAGE,9.0,HOMEIMPROVEMENT,B,4800.0,10.65,0,0.05,N,3.0
25.0,100000.0,MORTGAGE,9.0,HOMEIMPROVEMENT,A,11650.0,6.62,0,0.12,N,3.0
23.0,88000.0,MORTGAGE,4.0,HOMEIMPROVEMENT,C,8400.0,14.65,1,0.1,N,4.0
24.0,69000.0,RENT,3.0,VENTURE,C,14000.0,12.61,0,0.2,Y,2.0
26.0,69575.0,RENT,3.0,MEDICAL,A,14000.0,9.63,0,0.2,N,3.0
25.0,100000.0,MORTGAGE,0.0,EDUCATION,A,15000.0,6.03,0,0.15,N,3.0
25.0,63996.0,RENT,9.0,DEBTCONSOLIDATION,D,14000.0,14.42,1,0.22,Y,2.0
21.0,70000.0,RENT,5.0,PERSONAL,A,14000.0,6.99,0,0.2,N,3.0
23.0,31200.0,OWN,7.0,EDUCATION,B,6000.0,10.37,0,0.19,N,3.0
25.0,70000.0,RENT,2.0,HOMEIMPROVEMENT,B,14000.0,9.99,0,0.2,N,2.0
24.0,55845.0,RENT,1.0,MEDICAL,D,14000.0,14.96,1,0.21,N,4.0
22.0,100000.0,MORTGAGE,7.0,PERSONAL,A,6000.0,8.49,0,0.06,N,2.0
24.0,100000.0,MORTGAGE,4.0,MEDICAL,B,8000.0,9.99,0,0.08,N,3.0
24.0,72000.0,RENT,8.0,EDUCATION,A,14000.0,7.9,0,0.19,N,4.0
26.0,100000.0,MORTGAGE,10.0,DEBTCONSOLIDATION,A,12000.0,5.99,0,0.12,N,2.0
23.0,72150.0,RENT,3.0,VENTURE,B,14000.0,10.75,0,0.19,N,3.0
21.0,72500.0,RENT,3.0,EDUCATION,C,14000.0,13.49,0,0.19,Y,2.0
22.0,100000.0,MORTGAGE,6.0,EDUCATION,B,14350.0,9.99,0,0.14,N,2.0
24.0,100000.0,MORTGAGE,8.0,MEDICAL,A,6000.0,5.42,0,0.06,N,4.0
24.0,100000.0,MORTGAGE,8.0,MEDICAL,A,5625.0,6.99,0,0.06,N,4.0
24.0,100000.0,MORTGAGE,1.0,VENTURE,A,5000.0,10.99,0,0.05,N,3.0
26.0,100000.0,MORTGAGE,11.0,PERSONAL,C,15000.0,13.99,0,0.15,N,4.0
23.0,73000.0,RENT,1.0,PERSONAL,C,14000.0,13.11,0,0.19,N,2.0
23.0,100000.0,MORTGAGE,5.0,MEDICAL,B,8000.0,11.49,0,0.08,N,4.0
25.0,100000.0,MORTGAGE,9.0,MEDICAL,A,3275.0,5.42,0,0.03,N,2.0
24.0,100000.0,MORTGAGE,8.0,MEDICAL,A,10750.0,6.99,0,0.11,N,4.0
23.0,100000.0,MORTGAGE,7.0,PERSONAL,B,11200.0,11.49,0,0.11,N,2.0
23.0,100000.0,MORTGAGE,7.0,VENTURE,B,10000.0,10.59,0,0.1,N,4.0
25.0,100000.0,MORTGAGE,2.0,VENTURE,C,16000.0,14.79,0,0.16,Y,2.0
21.0,100000.0,MORTGAGE,3.0,VENTURE,A,6200.0,8.49,0,0.06,N,4.0
26.0,88000.0,MORTGAGE,6.0,EDUCATION,C,7700.0,14.79,1,0.09,Y,4.0
26.0,75000.0,RENT,4.0,EDUCATION,B,14000.0,11.11,0,0.19,N,4.0
22.0,100000.0,MORTGAGE,6.0,EDUCATION,A,15000.0,7.49,0,0.15,N,2.0
25.0,100000.0,MORTGAGE,9.0,EDUCATION,C,7500.0,13.99,0,0.07,N,4.0
25.0,100000.0,MORTGAGE,9.0,HOMEIMPROVEMENT,B,17600.0,10.59,0,0.18,N,2.0
22.0,31193.0,OWN,0.0,DEBTCONSOLIDATION,D,4000.0,14.74,0,0.13,Y,2.0
24.0,100000.0,MORTGAGE,3.0,EDUCATION,A,10000.0,5.99,0,0.1,N,2.0
22.0,100000.0,MORTGAGE,6.0,EDUCATION,B,3000.0,11.49,0,0.03,N,3.0
23.0,100000.0,MORTGAGE,0.0,VENTURE,A,11000.0,8.49,0,0.11,N,2.0
26.0,100000.0,OWN,10.0,MEDICAL,B,10000.0,10.59,0,0.1,N,2.0
25.0,100000.0,MORTGAGE,2.0,EDUCATION,D,15000.0,15.99,0,0.15,Y,3.0
22.0,100000.0,MORTGAGE,2.0,EDUCATION,B,15000.0,11.99,0,0.15,N,2.0
24.0,100000.0,MORTGAGE,7.0,EDUCATION,D,10300.0,15.99,0,0.1,Y,4.0
25.0,77700.0,RENT,2.0,HOMEIMPROVEMENT,B,14000.0,10.99,0,0.18,N,2.0
22.0,78700.0,RENT,6.0,EDUCATION,C,14000.0,13.48,0,0.18,N,4.0
26.0,80000.0,RENT,6.0,EDUCATION,B,14000.0,10.99,0,0.17,N,2.0
23.0,80000.0,RENT,0.0,VENTURE,C,14000.0,14.27,0,0.17,Y,2.0
26.0,100000.0,MORTGAGE,4.0,EDUCATION,A,5000.0,6.92,0,0.05,N,4.0
26.0,74800.0,MORTGAGE,3.0,MEDICAL,D,10000.0,14.54,1,0.11,N,3.0
23.0,100000.0,MORTGAGE,8.0,VENTURE,A,10000.0,7.66,0,0.1,N,2.0
25.0,100000.0,MORTGAGE,5.0,MEDICAL,B,15000.0,10.99,0,0.15,N,3.0
24.0,81000.0,RENT,2.0,DEBTCONSOLIDATION,C,14000.0,14.17,0,0.17,N,4.0
22.0,100000.0,MORTGAGE,3.0,VENTURE,B,12000.0,11.11,0,0.12,N,3.0
24.0,100000.0,MORTGAGE,8.0,VENTURE,A,6000.0,5.79,0,0.06,N,2.0
22.0,82000.0,RENT,4.0,PERSONAL,A,14000.0,7.9,0,0.17,N,4.0
23.0,100000.0,MORTGAGE,1.0,PERSONAL,B,9125.0,11.11,0,0.09,N,3.0
25.0,100000.0,MORTGAGE,3.0,MEDICAL,A,12000.0,5.79,0,0.12,N,2.0
25.0,100000.0,MORTGAGE,0.0,EDUCATION,A,7000.0,5.79,0,0.07,N,3.0
24.0,100000.0,MORTGAGE,8.0,HOMEIMPROVEMENT,A,12000.0,6.92,0,0.12,N,2.0
24.0,100000.0,MORTGAGE,9.0,VENTURE,A,12800.0,5.79,0,0.13,N,4.0
24.0,100000.0,MORTGAGE,6.0,MEDICAL,A,20000.0,6.17,0,0.2,N,4.0
24.0,100000.0,MORTGAGE,2.0,EDUCATION,B,7700.0,10.74,0,0.08,N,2.0
22.0,100000.0,MORTGAGE,6.0,EDUCATION,B,10000.0,10.74,0,0.1,N,3.0
25.0,100000.0,MORTGAGE,0.0,EDUCATION,A,7500.0,6.54,0,0.07,N,4.0
23.0,100000.0,MORTGAGE,8.0,PERSONAL,A,16000.0,6.17,0,0.16,N,2.0
23.0,86000.0,RENT,4.0,MEDICAL,A,14000.0,6.62,0,0.16,N,3.0
24.0,88000.0,RENT,0.0,HOMEIMPROVEMENT,B,14000.0,9.99,0,0.16,N,3.0
26.0,90000.0,RENT,0.0,HOMEIMPROVEMENT,A,14000.0,6.03,0,0.16,N,2.0
25.0,90996.0,RENT,5.0,MEDICAL,C,14000.0,12.23,0,0.15,N,2.0
25.0,100000.0,OWN,2.0,HOMEIMPROVEMENT,A,15000.0,6.17,0,0.15,N,4.0
23.0,100000.0,MORTGAGE,0.0,MEDICAL,A,17000.0,5.79,0,0.17,N,4.0
23.0,95000.0,RENT,0.0,EDUCATION,B,14000.0,12.69,0,0.15,N,2.0
24.0,100000.0,MORTGAGE,8.0,HOMEIMPROVEMENT,A,10000.0,6.54,0,0.1,N,3.0
26.0,100000.0,MORTGAGE,11.0,HOMEIMPROVEMENT,A,2000.0,5.42,0,0.02,N,2.0
24.0,100000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,B,5000.0,9.62,0,0.05,N,4.0
24.0,100000.0,MORTGAGE,4.0,VENTURE,A,16000.0,6.54,0,0.16,N,2.0
23.0,100000.0,MORTGAGE,2.0,VENTURE,A,14000.0,6.17,0,0.14,N,3.0
23.0,83000.0,RENT,0.0,EDUCATION,E,14000.0,17.51,1,0.17,Y,4.0
24.0,95000.0,RENT,5.0,VENTURE,B,14000.0,10.99,0,0.15,N,2.0
22.0,100000.0,MORTGAGE,7.0,EDUCATION,A,20000.0,6.91,0,0.2,N,4.0
23.0,100000.0,MORTGAGE,7.0,PERSONAL,C,5400.0,12.23,0,0.05,Y,2.0
22.0,100000.0,MORTGAGE,4.0,EDUCATION,A,13500.0,10.99,0,0.14,N,4.0
26.0,100000.0,RENT,6.0,VENTURE,C,14000.0,13.85,0,0.14,N,4.0
24.0,100000.0,MORTGAGE,8.0,EDUCATION,A,16800.0,7.88,0,0.17,N,4.0
24.0,74800.0,RENT,4.0,MEDICAL,E,14000.0,16.45,1,0.16,N,2.0
25.0,100000.0,MORTGAGE,9.0,EDUCATION,A,15000.0,7.88,0,0.15,N,2.0
24.0,100000.0,MORTGAGE,5.0,PERSONAL,B,14000.0,10.75,0,0.14,N,3.0
25.0,100000.0,MORTGAGE,3.0,PERSONAL,D,13750.0,15.95,0,0.14,N,4.0
24.0,100000.0,MORTGAGE,8.0,DEBTCONSOLIDATION,C,3600.0,13.23,0,0.04,Y,2.0
24.0,100000.0,MORTGAGE,5.0,VENTURE,A,7000.0,6.76,0,0.07,N,3.0
24.0,105000.0,RENT,0.0,MEDICAL,A,14000.0,7.88,0,0.13,N,4.0
26.0,100000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,C,17000.0,13.61,0,0.17,Y,3.0
24.0,98000.0,RENT,4.0,EDUCATION,C,14000.0,14.26,1,0.14,N,3.0
25.0,100000.0,MORTGAGE,9.0,PERSONAL,C,7000.0,13.98,0,0.07,N,3.0
25.0,100000.0,MORTGAGE,2.0,PERSONAL,A,10000.0,7.51,0,0.1,N,4.0
23.0,100000.0,MORTGAGE,7.0,EDUCATION,A,15000.0,7.88,0,0.15,N,4.0
24.0,100000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,C,16000.0,14.72,0,0.16,N,2.0
24.0,110004.0,RENT,5.0,MEDICAL,A,14000.0,7.88,0,0.13,N,2.0
23.0,113000.0,RENT,2.0,DEBTCONSOLIDATION,C,14000.0,13.49,0,0.12,Y,2.0
23.0,120000.0,RENT,3.0,MEDICAL,B,14000.0,9.99,0,0.12,N,4.0
22.0,100000.0,MORTGAGE,0.0,VENTURE,C,15000.0,13.85,0,0.15,N,3.0
24.0,120000.0,RENT,2.0,MEDICAL,B,14000.0,10.0,0,0.12,N,3.0
25.0,100000.0,MORTGAGE,9.0,PERSONAL,A,4800.0,7.14,0,0.05,N,3.0
23.0,100000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,B,20000.0,11.36,0,0.2,N,3.0
26.0,120000.0,RENT,10.0,VENTURE,E,14000.0,10.99,0,0.12,Y,4.0
26.0,100000.0,MORTGAGE,10.0,EDUCATION,C,14000.0,13.11,0,0.14,Y,2.0
23.0,122000.0,RENT,7.0,DEBTCONSOLIDATION,C,14000.0,13.48,0,0.11,Y,2.0
25.0,100000.0,MORTGAGE,9.0,MEDICAL,C,15000.0,12.73,0,0.15,Y,4.0
22.0,30004.0,OWN,6.0,EDUCATION,A,7500.0,10.99,0,0.25,N,2.0
22.0,127400.0,RENT,6.0,DEBTCONSOLIDATION,A,14000.0,8.94,0,0.11,N,3.0
25.0,100000.0,MORTGAGE,9.0,MEDICAL,B,14000.0,10.25,0,0.14,N,2.0
22.0,127400.0,RENT,0.0,MEDICAL,C,14000.0,13.11,0,0.1,N,3.0
21.0,100000.0,OWN,5.0,PERSONAL,A,5000.0,7.14,0,0.05,N,3.0
24.0,100000.0,MORTGAGE,8.0,PERSONAL,D,17400.0,16.07,0,0.17,Y,4.0
25.0,100000.0,MORTGAGE,9.0,EDUCATION,B,8000.0,10.25,0,0.08,N,3.0
24.0,100000.0,MORTGAGE,8.0,HOMEIMPROVEMENT,D,12000.0,15.33,0,0.12,N,4.0
22.0,100000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,B,20000.0,11.83,0,0.2,N,2.0
23.0,100000.0,OWN,0.0,VENTURE,C,1000.0,14.26,0,0.01,N,3.0
23.0,100000.0,MORTGAGE,7.0,EDUCATION,D,15000.0,16.0,0,0.15,Y,2.0
24.0,100000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,C,10000.0,12.87,0,0.1,Y,4.0
22.0,100000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,A,15000.0,8.94,0,0.15,N,3.0
26.0,100000.0,MORTGAGE,0.0,EDUCATION,C,10000.0,14.26,0,0.1,N,2.0
23.0,100000.0,MORTGAGE,0.0,PERSONAL,A,7000.0,8.59,0,0.07,N,3.0
24.0,100000.0,MORTGAGE,8.0,DEBTCONSOLIDATION,B,13000.0,11.48,0,0.13,N,4.0
22.0,46000.0,RENT,7.0,PERSONAL,C,14100.0,14.26,1,0.31,N,2.0
23.0,100000.0,MORTGAGE,4.0,DEBTCONSOLIDATION,C,10000.0,13.57,0,0.1,N,3.0
25.0,100000.0,MORTGAGE,9.0,MEDICAL,A,12000.0,8.94,0,0.12,N,4.0
23.0,100000.0,MORTGAGE,4.0,EDUCATION,C,10000.0,12.87,0,0.1,Y,3.0
24.0,100000.0,MORTGAGE,5.0,VENTURE,B,12000.0,12.18,0,0.12,N,3.0
24.0,100000.0,MORTGAGE,3.0,EDUCATION,B,15000.0,12.21,0,0.15,N,2.0
23.0,100000.0,OTHER,1.0,EDUCATION,B,15000.0,10.99,0,0.15,N,2.0
26.0,30000.0,OWN,3.0,PERSONAL,A,6000.0,7.9,0,0.2,N,2.0
23.0,100000.0,MORTGAGE,2.0,PERSONAL,C,6850.0,13.47,0,0.07,N,4.0
24.0,88000.0,MORTGAGE,0.0,EDUCATION,B,15000.0,10.2,1,0.17,N,4.0
26.0,30000.0,OWN,3.0,VENTURE,A,1925.0,6.03,0,0.06,N,3.0
25.0,100000.0,OWN,4.0,MEDICAL,C,15000.0,11.28,0,0.15,N,4.0
26.0,100000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,A,7500.0,8.32,0,0.07,N,3.0
24.0,100000.0,MORTGAGE,1.0,DEBTCONSOLIDATION,A,6000.0,10.99,0,0.06,N,3.0
24.0,88000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,C,6400.0,11.66,1,0.07,Y,3.0
22.0,40000.0,RENT,4.0,DEBTCONSOLIDATION,B,14125.0,11.49,1,0.35,N,3.0
26.0,100000.0,MORTGAGE,9.0,EDUCATION,B,12800.0,9.45,0,0.13,N,3.0
26.0,92000.0,RENT,10.0,PERSONAL,B,14200.0,10.99,0,0.15,N,3.0
23.0,100000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,C,15000.0,11.34,0,0.15,Y,2.0
21.0,78000.0,RENT,1.0,EDUCATION,B,14275.0,9.91,0,0.18,N,4.0
26.0,127400.0,RENT,10.0,PERSONAL,B,14275.0,9.45,0,0.11,N,2.0
22.0,74867.0,MORTGAGE,4.0,MEDICAL,D,17000.0,16.02,1,0.19,Y,4.0
23.0,100080.0,MORTGAGE,7.0,PERSONAL,B,20600.0,12.53,0,0.21,N,4.0
24.0,88128.0,MORTGAGE,0.0,EDUCATION,B,1950.0,9.99,1,0.02,N,2.0
24.0,74909.0,MORTGAGE,8.0,MEDICAL,B,14000.0,9.99,1,0.16,N,2.0
24.0,100400.0,MORTGAGE,6.0,HOMEIMPROVEMENT,E,10000.0,16.4,0,0.1,Y,4.0
23.0,100800.0,MORTGAGE,4.0,DEBTCONSOLIDATION,A,20000.0,7.9,0,0.2,N,4.0
24.0,35000.0,RENT,4.0,PERSONAL,D,14400.0,15.7,1,0.39,N,4.0
26.0,100800.0,MORTGAGE,7.0,EDUCATION,B,8000.0,11.99,0,0.08,N,3.0
24.0,100800.0,MORTGAGE,4.0,EDUCATION,B,21000.0,11.49,0,0.21,N,4.0
24.0,100800.0,MORTGAGE,8.0,MEDICAL,B,10800.0,10.75,0,0.11,N,4.0
25.0,75500.0,MORTGAGE,10.0,MEDICAL,D,6000.0,14.74,1,0.07,Y,4.0
24.0,100860.0,MORTGAGE,8.0,HOMEIMPROVEMENT,A,6000.0,5.99,0,0.06,N,4.0
23.0,36000.0,RENT,3.0,PERSONAL,C,14400.0,13.57,1,0.39,N,2.0
24.0,100995.0,MORTGAGE,6.0,DEBTCONSOLIDATION,A,16000.0,7.51,0,0.16,N,2.0
25.0,101000.0,MORTGAGE,9.0,EDUCATION,B,17000.0,11.71,0,0.17,N,3.0
23.0,101000.0,MORTGAGE,7.0,PERSONAL,E,20000.0,17.43,0,0.2,Y,3.0
22.0,30000.0,OWN,3.0,MEDICAL,B,7200.0,10.99,0,0.24,N,2.0
21.0,36500.0,RENT,1.0,PERSONAL,D,14400.0,15.05,1,0.39,N,4.0
26.0,101000.0,MORTGAGE,6.0,PERSONAL,A,16000.0,7.88,0,0.16,N,3.0
22.0,42996.0,RENT,2.0,DEBTCONSOLIDATION,C,14400.0,10.99,1,0.33,Y,4.0
26.0,43000.0,RENT,7.0,MEDICAL,B,14400.0,9.62,1,0.33,N,4.0
21.0,101004.0,MORTGAGE,2.0,DEBTCONSOLIDATION,B,14000.0,10.25,0,0.14,N,2.0
22.0,43000.0,RENT,2.0,DEBTCONSOLIDATION,A,14400.0,7.88,1,0.33,N,2.0
22.0,30000.0,OWN,6.0,VENTURE,A,6000.0,7.49,0,0.2,N,3.0
23.0,101138.0,MORTGAGE,2.0,EDUCATION,C,20500.0,13.48,0,0.2,N,4.0
26.0,101400.0,MORTGAGE,10.0,DEBTCONSOLIDATION,A,5600.0,6.62,0,0.06,N,3.0
24.0,101400.0,MORTGAGE,8.0,PERSONAL,A,9900.0,8.0,0,0.1,N,4.0
24.0,101400.0,MORTGAGE,0.0,PERSONAL,A,6400.0,10.99,0,0.06,N,3.0
23.0,45000.0,RENT,4.0,EDUCATION,B,14400.0,10.99,1,0.32,N,3.0
22.0,48000.0,RENT,0.0,DEBTCONSOLIDATION,C,14400.0,13.49,0,0.3,Y,2.0
24.0,101900.0,MORTGAGE,0.0,VENTURE,A,13600.0,6.62,0,0.13,N,3.0
24.0,50000.0,RENT,4.0,DEBTCONSOLIDATION,A,14400.0,10.99,0,0.29,N,2.0
25.0,102000.0,MORTGAGE,5.0,EDUCATION,B,6975.0,9.91,0,0.07,N,3.0
23.0,51000.0,RENT,3.0,DEBTCONSOLIDATION,A,14400.0,7.51,0,0.28,N,4.0
24.0,45871.0,RENT,5.0,HOMEIMPROVEMENT,D,14400.0,10.99,1,0.31,Y,3.0
25.0,102000.0,OWN,9.0,MEDICAL,B,8000.0,12.42,0,0.08,N,4.0
24.0,102000.0,MORTGAGE,5.0,MEDICAL,C,12000.0,15.27,0,0.12,N,3.0
21.0,56400.0,RENT,5.0,PERSONAL,E,14400.0,18.79,0,0.26,N,3.0
26.0,102000.0,MORTGAGE,5.0,PERSONAL,A,13000.0,5.42,0,0.13,N,3.0
24.0,57000.0,RENT,8.0,MEDICAL,A,14400.0,7.49,0,0.25,N,4.0
25.0,102000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,A,11200.0,7.91,0,0.11,N,4.0
22.0,102000.0,MORTGAGE,3.0,MEDICAL,A,18000.0,8.49,0,0.18,N,3.0
22.0,102000.0,MORTGAGE,6.0,PERSONAL,A,10000.0,7.49,0,0.1,N,4.0
23.0,90000.0,MORTGAGE,6.0,PERSONAL,B,15000.0,9.99,1,0.17,N,3.0
24.0,102000.0,MORTGAGE,6.0,VENTURE,B,9800.0,10.36,0,0.1,N,2.0
23.0,102000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,C,6000.0,10.99,0,0.06,Y,3.0
23.0,58977.0,RENT,7.0,DEBTCONSOLIDATION,C,14400.0,10.99,0,0.24,N,4.0
23.0,102000.0,MORTGAGE,7.0,EDUCATION,B,10000.0,11.49,0,0.1,N,2.0
23.0,59000.0,RENT,4.0,PERSONAL,A,14400.0,8.9,0,0.24,N,3.0
26.0,102000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,C,6000.0,13.61,0,0.06,N,2.0
25.0,102000.0,MORTGAGE,9.0,DEBTCONSOLIDATION,C,14400.0,10.99,0,0.14,Y,2.0
23.0,102000.0,MORTGAGE,4.0,EDUCATION,B,20000.0,10.99,0,0.2,N,3.0
24.0,102000.0,MORTGAGE,7.0,MEDICAL,B,7200.0,10.99,0,0.07,N,3.0
22.0,54000.0,RENT,0.0,DEBTCONSOLIDATION,D,14400.0,10.99,1,0.27,N,4.0
24.0,102000.0,MORTGAGE,8.0,VENTURE,B,20000.0,10.25,0,0.2,N,3.0
23.0,102000.0,MORTGAGE,2.0,PERSONAL,A,6000.0,7.51,0,0.06,N,2.0
26.0,102000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,B,20000.0,11.36,0,0.2,N,4.0
23.0,60996.0,RENT,7.0,PERSONAL,C,14400.0,12.84,0,0.24,N,3.0
25.0,61000.0,RENT,1.0,PERSONAL,B,14400.0,12.53,0,0.24,N,2.0
22.0,102000.0,OWN,1.0,MEDICAL,C,7000.0,12.87,0,0.07,N,3.0
25.0,62000.0,RENT,0.0,DEBTCONSOLIDATION,C,14400.0,13.47,0,0.23,Y,3.0
25.0,64000.0,RENT,9.0,MEDICAL,B,14400.0,9.62,0,0.23,N,2.0
21.0,102000.0,MORTGAGE,0.0,EDUCATION,D,18000.0,14.96,0,0.18,N,3.0
23.0,102000.0,OWN,7.0,EDUCATION,A,15000.0,8.94,0,0.15,N,3.0
24.0,70000.0,RENT,4.0,EDUCATION,C,14400.0,12.68,0,0.21,Y,4.0
24.0,90000.0,MORTGAGE,5.0,VENTURE,C,19200.0,12.84,1,0.21,Y,4.0
24.0,70000.0,RENT,5.0,HOMEIMPROVEMENT,C,14400.0,12.23,0,0.21,N,4.0
23.0,72000.0,RENT,3.0,DEBTCONSOLIDATION,B,14400.0,11.14,0,0.2,N,3.0
25.0,102211.0,MORTGAGE,3.0,DEBTCONSOLIDATION,B,15000.0,11.58,0,0.15,N,2.0
24.0,72000.0,RENT,6.0,PERSONAL,B,14400.0,10.0,0,0.2,N,4.0
23.0,68000.0,RENT,1.0,PERSONAL,E,14400.0,17.99,1,0.21,Y,3.0
26.0,102500.0,MORTGAGE,4.0,EDUCATION,A,11800.0,6.03,0,0.12,N,2.0
24.0,102960.0,MORTGAGE,2.0,DEBTCONSOLIDATION,A,16000.0,7.88,0,0.16,N,2.0
24.0,102996.0,MORTGAGE,3.0,VENTURE,A,20000.0,6.91,0,0.19,N,4.0
24.0,102996.0,MORTGAGE,1.0,VENTURE,C,5000.0,14.22,0,0.05,Y,4.0
22.0,102996.0,MORTGAGE,6.0,MEDICAL,A,8000.0,7.74,0,0.08,N,3.0
24.0,103000.0,MORTGAGE,8.0,VENTURE,C,21000.0,13.49,0,0.2,Y,2.0
23.0,103000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,C,4000.0,13.49,0,0.04,N,2.0
22.0,103000.0,MORTGAGE,7.0,VENTURE,D,15000.0,15.99,0,0.15,Y,2.0
24.0,103000.0,MORTGAGE,8.0,PERSONAL,B,8000.0,10.74,0,0.08,N,3.0
23.0,103000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,B,21496.875,10.0,0,0.21,N,3.0
24.0,103000.0,MORTGAGE,8.0,HOMEIMPROVEMENT,B,6400.0,10.37,0,0.06,N,3.0
23.0,103000.0,MORTGAGE,7.0,EDUCATION,C,17000.0,14.35,0,0.17,N,4.0
22.0,103000.0,MORTGAGE,2.0,MEDICAL,B,6000.0,10.99,0,0.06,N,4.0
22.0,76000.0,RENT,0.0,EDUCATION,C,14400.0,14.35,0,0.19,N,2.0
23.0,78000.0,RENT,6.0,VENTURE,C,14400.0,14.27,0,0.18,Y,4.0
22.0,80000.0,RENT,1.0,PERSONAL,B,14400.0,11.71,0,0.18,N,2.0
23.0,80000.0,RENT,1.0,MEDICAL,C,14400.0,12.68,0,0.18,N,4.0
26.0,91000.0,MORTGAGE,10.0,DEBTCONSOLIDATION,D,5000.0,14.96,1,0.05,N,2.0
21.0,80400.0,RENT,5.0,VENTURE,A,14400.0,10.99,0,0.18,N,4.0
